date,netWgt,fobvalue,price_usd_per_ton,chemical,sentiment_score
2022-01-01,271874160.96,238548748.559,877.4233921924524,Acetic Acid,0.6334197936171587
2022-01-01,40167465.956,50466394.034,1256.399746234467,Formates,0.6000018049011037
2022-01-01,2139811986.583,920444910.075,430.15223573208885,KCL,0.3565353279561701
2022-01-01,36921001.343,15323314.309,415.0297595302141,PAC,0.29944763965042515
2022-01-01,1728021594.515,389329523.763,225.3036217827314,Sulphur,0.5506906862308225
2022-01-01,1581582161.583,173078348.60300002,109.43367521910244,Sulphuric Acid,0.634918951488905
2022-01-01,2137206252.796,1622205974.619,759.0310820477664,Urea,0.50869887998548
2022-01-01,1242069990.42,3296952852.886,2654.401827848003,Water Treatment Chemicals,0.5872230296029213
2022-02-01,172807353.714,147613605.317,854.2090492358549,Acetic Acid,0.50946909656671
2022-02-01,21699649.891,25616179.307,1180.488138549387,Formates,0.27688030073819536
2022-02-01,2053237343.489,977649167.345,476.1501004475752,KCL,0.37326216179457417
2022-02-01,34911351.892000005,14023513.359,401.68920992754545,PAC,0.7056053457409275
2022-02-01,1857906674.94,441756102.759,237.7708787623933,Sulphur,0.48977009530205345
2022-02-01,1614063874.812,182268306.348,112.92508877272896,Sulphuric Acid,0.14927223037123133
2022-02-01,2258141315.301,1554906853.672,688.5781873508381,Urea,0.3794037615955091
2022-02-01,1118297205.069,3123603997.906,2793.1787576212987,Water Treatment Chemicals,0.5347118062547522
2022-03-01,265599073.687,195558637.896,736.2926202312723,Acetic Acid,0.20322725651875667
2022-03-01,25022538.603,25002259.785,999.1895779112688,Formates,0.2791977713532492
2022-03-01,2989655421.491,1626367469.716,543.9983009496455,KCL,0.48427113272168576
2022-03-01,39616890.879,16808199.263,424.2685099730943,PAC,0.5387295782501494
2022-03-01,1687973015.423,444796726.025,263.5093819396962,Sulphur,0.4972975294072884
2022-03-01,1871451315.875,229874836.868,122.83238944985412,Sulphuric Acid,0.2847917076682603
2022-03-01,2672273383.178,1946538447.92,728.4204004625755,Urea,0.554451947162968
2022-03-01,1356949511.748,3827827945.81,2820.906682724735,Water Treatment Chemicals,0.2914533051917118
2022-04-01,294646300.244,209350123.374,710.5133280161155,Acetic Acid,0.3270575599457757
2022-04-01,25291880.432,22360514.062,884.0985201602031,Formates,0.5785672139436069
2022-04-01,2736462613.279,1398155181.627,510.9352398393061,KCL,0.5120675886525645
2022-04-01,32056562.931,14881777.209,464.2349599684849,PAC,0.6998113546762235
2022-04-01,1777786063.36,579858690.9549999,326.16899350592956,Sulphur,0.3962579557305211
2022-04-01,1341342459.428,174278181.099,129.92817745687327,Sulphuric Acid,0.5387296442638588
2022-04-01,2437774787.588,1971466149.688,808.7154562947228,Urea,0.3091416435389277
2022-04-01,1288022231.593,3635541390.702,2822.576584105723,Water Treatment Chemicals,0.2801883899093093
2022-05-01,241063173.602,173596206.649,720.1274423426065,Acetic Acid,0.3154668041368453
2022-05-01,23235123.675,30654164.585,1319.302837108742,Formates,0.30342277838975223
2022-05-01,3276836739.229,1954152970.23,596.3534731027792,KCL,0.6161296926403317
2022-05-01,34450723.412,15238793.48,442.3359503299129,PAC,0.35765802795383644
2022-05-01,1548589473.146,543836031.38,351.18153701199,Sulphur,0.5904944853152652
2022-05-01,1636272242.921,216930279.991,132.5759090087269,Sulphuric Acid,0.6031828351698125
2022-05-01,2634619134.738,2058085779.705,781.1701329306812,Urea,0.6441895714281972
2022-05-01,1261847261.996,3235878094.929,2564.3976037246075,Water Treatment Chemicals,0.5148963013023039
2022-06-01,185972586.424,132625010.695,713.1427983295745,Acetic Acid,0.5245355455153412
2022-06-01,20600845.880000003,23512475.085,1141.335420009462,Formates,0.3898062583485705
2022-06-01,2960505071.069,1941803810.7,655.9028828141273,KCL,0.2713954805850336
2022-06-01,34650104.078999996,15142931.639,437.0241314275737,PAC,0.5856947856921485
2022-06-01,2036513194.612,790682955.6620001,388.25329379348426,Sulphur,0.27927979077583065
2022-06-01,1323577297.84,186931979.397,141.23238567332783,Sulphuric Acid,0.24780790472434633
2022-06-01,2471767666.153,1827437164.484,739.3240026188139,Urea,0.5107198780456772
2022-06-01,1263295038.176,3727944337.56,2950.9688749688803,Water Treatment Chemicals,0.2698142993260446
2022-07-01,189974408.805,131787323.289,693.7109272663859,Acetic Acid,0.29982314902192314
2022-07-01,25511797.909999996,22187355.407,869.6899954002499,Formates,0.2945703117758544
2022-07-01,2635594118.681,1799577279.106,682.7975773472322,KCL,0.23087032584131512
2022-07-01,31966367.487,14720009.644,460.484277733036,PAC,-0.019938289678520953
2022-07-01,1579492743.2719998,601553756.885,380.8524980234165,Sulphur,-0.3447791964626744
2022-07-01,1314696554.22,181817914.601,138.29648675763912,Sulphuric Acid,0.28778791789984837
2022-07-01,2077481264.452,1413325751.959,680.3073395378169,Urea,-0.01343444811119221
2022-07-01,1206428991.097,3480751910.668,2885.16931900233,Water Treatment Chemicals,0.2645155694605022
2022-08-01,277143622.637,186035462.19,671.2601228918314,Acetic Acid,0.2944786373656576
2022-08-01,24894875.275,20879860.711000003,838.7212420368314,Formates,0.14924999446115086
2022-08-01,2738350271.261,1783975953.0830002,651.4783633802573,KCL,-0.07712931379790353
2022-08-01,30485956.088,14196020.305,465.6577036331785,PAC,-0.0781864696609943
2022-08-01,1885042826.029,434161040.915,230.3189269336636,Sulphur,0.18454585188416214
2022-08-01,1522419667.809,207879075.573,136.54518525248068,Sulphuric Acid,-0.057396335614388935
2022-08-01,2228837881.854,1541514610.558,691.6225819330259,Urea,-0.23352153651548246
2022-08-01,1097975806.732,2915114989.19,2654.99018404286,Water Treatment Chemicals,-0.0363423073431679
2022-09-01,266100321.895,160516438.968,603.2177557129671,Acetic Acid,0.18386140582027338
2022-09-01,22870311.917,20928002.926,915.0729120770652,Formates,0.14791837557226578
2022-09-01,2542491207.712,1661967477.505,653.6767845897932,KCL,-0.021984765571195178
2022-09-01,34980108.761,15477035.771,442.452477113383,PAC,-0.1539543946383206
2022-09-01,1594817748.496,289632881.834,181.60876508123863,Sulphur,-0.03509213437468427
2022-09-01,1484113321.921,167913707.835,113.14075910164098,Sulphuric Acid,0.3788551284770599
2022-09-01,2705316162.31,1912946934.946,707.106607943592,Urea,-0.20539871749795466
2022-09-01,1236795253.475,3470857952.766,2806.3318831585075,Water Treatment Chemicals,0.0061621358247224214
2022-10-01,235940011.828,152800327.525,647.6236325544955,Acetic Acid,0.19917788881632575
2022-10-01,33679746.835,27716543.71,822.9439444953595,Formates,0.16441797637012617
2022-10-01,2423447857.677,1584534809.771,653.83490911575,KCL,0.11632770947591836
2022-10-01,30805105.264,13291619.732,431.4745759863734,PAC,0.17665554449309165
2022-10-01,1724734372.533,315944643.412,183.18452304513048,Sulphur,-0.07859392683504492
2022-10-01,1520857716.698,129895450.042,85.40933751779333,Sulphuric Acid,-0.1163298053682101
2022-10-01,2159930931.803,1616881809.069,748.5803297049456,Urea,0.16743608267641538
2022-10-01,1156036169.124,3201095690.356,2769.027281198016,Water Treatment Chemicals,0.18322075562145507
2022-11-01,193580078.171,121888359.331,629.6534255107039,Acetic Acid,0.23563347959266517
2022-11-01,32839908.81,27589552.681,840.1226946342425,Formates,0.1624359119010515
2022-11-01,2208621191.845,1364946148.972,618.0082641658323,KCL,-0.06060383178872297
2022-11-01,32968760.174,14968369.947,454.01676823760073,PAC,0.03807298151345551
2022-11-01,1435877855.723,228419630.819,159.08012642481003,Sulphur,0.18752037928646217
2022-11-01,1247841824.863,117535467.501,94.19099853773868,Sulphuric Acid,0.08077919164902514
2022-11-01,2555292804.869,1811851179.354,709.0581462529834,Urea,0.12210182300789166
2022-11-01,1184011735.461,3353767744.285,2832.546032982685,Water Treatment Chemicals,0.19485468692974417
2022-12-01,245840117.097,140002841.975,569.4873710125988,Acetic Acid,0.2070152210750717
2022-12-01,37500398.838,37217957.968,992.468323571167,Formates,-0.13611814215919416
2022-12-01,2217834694.547,1308372473.662,589.9323682143224,KCL,-0.06485796566114951
2022-12-01,33530090.755,15087303.795,449.9631064300112,PAC,-0.2925294749762302
2022-12-01,1666540582.134,232933798.921,139.7708531182175,Sulphur,0.06738072238342799
2022-12-01,1880275882.187,125401108.463,66.69293035718917,Sulphuric Acid,-0.3635638159338468
2022-12-01,2308016373.779,1451386502.794,628.8458432457269,Urea,0.030816592745758282
2022-12-01,1114827488.701,2927970049.918,2626.3884588365136,Water Treatment Chemicals,0.04921665494519813
2023-01-01,236160072.876,141208482.429,597.9354626264195,Acetic Acid,-0.11527376200733558
2023-01-01,34602808.235,31808320.015,919.2409991402538,Formates,0.10363450553868214
2023-01-01,2356991798.663,1315362992.551,558.0685487735415,KCL,-0.1984261278134415
2023-01-01,28168435.511,13207569.268,468.87833947477617,PAC,-0.22687258349956482
2023-01-01,1148352702.158,187180721.245,162.99933016506816,Sulphur,0.10151662482921268
2023-01-01,1371262799.471,119559077.539,87.18903304685506,Sulphuric Acid,-0.14786446349002735
2023-01-01,2874840478.451,1536561309.468,534.4857639878225,Urea,-0.2550046212936531
2023-01-01,1044612528.368,3135151935.577,3001.258218178805,Water Treatment Chemicals,0.01465050854342431
2023-02-01,148975154.501,69566139.222,466.9647059942002,Acetic Acid,0.18787908288262267
2023-02-01,26732207.466,27461089.024,1027.266044486863,Formates,-0.20679457415956737
2023-02-01,2436611441.005,1295200645.702,531.5581400897404,KCL,0.08307262371525406
2023-02-01,27909861.035,11927672.168,427.3640830042922,PAC,-0.2865606676214053
2023-02-01,1408485300.793,209566828.863,148.78879370981758,Sulphur,-0.2995668574484328
2023-02-01,1148989730.323,95996192.109,83.54834649567658,Sulphuric Acid,-0.05152027590152232
2023-02-01,2278141226.418,1073289790.944,471.12522195630976,Urea,-0.02178058933948131
2023-02-01,1075705912.37,3149449066.544,2927.7974865873143,Water Treatment Chemicals,0.014873710618107244
2023-03-01,186190396.859,96813833.028,519.9722147932049,Acetic Acid,0.08686113758473027
2023-03-01,26616124.249,21464929.83,806.4633914836967,Formates,0.3381933375079127
2023-03-01,3014327485.524,1439894181.052,477.68339305100216,KCL,-0.03768973546087997
2023-03-01,32806894.989,15215896.35,463.80178176270016,PAC,0.025392987006617115
2023-03-01,1517555744.127,209705412.601,138.18629952314316,Sulphur,0.20177761190526666
2023-03-01,1193146795.964,92178744.361,77.25683434159869,Sulphuric Acid,-0.12825884305801177
2023-03-01,2399565747.184,1057495190.001,440.70273600213653,Urea,-0.07953503658567901
2023-03-01,1193658085.325,3190956256.767,2673.258193445061,Water Treatment Chemicals,-0.21791067722419083
2023-04-01,280644743.046,145246254.637,517.5448970130644,Acetic Acid,-0.31357144526261416
2023-04-01,24721464.224,19617190.776,793.5286760626141,Formates,0.2836895395390231
2023-04-01,3128184032.032,1341460261.574,428.83035263836973,KCL,0.3295922992207632
2023-04-01,27237622.611,13074187.666,480.0047292203817,PAC,0.1127815286699863
2023-04-01,1490545048.017,208566070.376,139.92604292870809,Sulphur,0.0028354329628457187
